x : um
-5.000000000000000278e-02
-4.975000000000000255e-02
-4.950000000000000233e-02
-4.925000000000000211e-02
-4.900000000000000189e-02
-4.875000000000000167e-02
-4.850000000000000144e-02
-4.825000000000000122e-02
-4.800000000000000100e-02
-4.775000000000000078e-02
-4.750000000000000056e-02
-4.725000000000000033e-02
-4.700000000000000011e-02
-4.674999999999999989e-02
-4.649999999999999967e-02
-4.624999999999999944e-02
-4.599999999999999922e-02
-4.574999999999999900e-02
-4.549999999999999878e-02
-4.524999999999999856e-02
-4.499999999999999833e-02
-4.474999999999999811e-02
-4.449999999999999789e-02
-4.424999999999999767e-02
-4.399999999999999745e-02
-4.374999999999999722e-02
-4.349999999999999700e-02
-4.324999999999999678e-02
-4.299999999999999656e-02
-4.275000000000000328e-02
-4.262500000000000316e-02
-4.250000000000000305e-02
-4.237500000000000294e-02
-4.225000000000000283e-02
-4.212500000000000272e-02
-4.200000000000000261e-02
-4.187500000000000250e-02
-4.175000000000000239e-02
-4.162500000000000228e-02
-4.150000000000000216e-02
-4.137500000000000205e-02
-4.125000000000000194e-02
-4.112500000000000183e-02
-4.100000000000000172e-02
-4.087500000000000161e-02
-4.075000000000000150e-02
-4.062500000000000139e-02
-4.050000000000000128e-02
-4.037500000000000117e-02
-4.025000000000000105e-02
-4.012500000000000094e-02
-4.000000000000000083e-02
-3.987500000000000072e-02
-3.975000000000000061e-02
-3.962500000000000050e-02
-3.950000000000000039e-02
-3.937500000000000028e-02
-3.925000000000000017e-02
-3.912500000000000006e-02
-3.899999999999999994e-02
-3.887499999999999983e-02
-3.874999999999999972e-02
-3.862499999999999961e-02
-3.849999999999999950e-02
-3.837499999999999939e-02
-3.824999999999999928e-02
-3.812499999999999917e-02
-3.799999999999999906e-02
-3.787499999999999895e-02
-3.774999999999999883e-02
-3.762499999999999872e-02
-3.749999999999999861e-02
-3.737499999999999850e-02
-3.724999999999999839e-02
-3.712499999999999828e-02
-3.699999999999999817e-02
-3.687499999999999806e-02
-3.674999999999999795e-02
-3.662499999999999784e-02
-3.649999999999999772e-02
-3.637499999999999761e-02
-3.624999999999999750e-02
-3.612499999999999739e-02
-3.599999999999999728e-02
-3.587499999999999717e-02
-3.574999999999999706e-02
-3.562499999999999695e-02
-3.549999999999999684e-02
-3.537499999999999672e-02
-3.524999999999999661e-02
-3.512500000000000344e-02
-3.500000000000000333e-02
-3.487500000000000322e-02
-3.475000000000000311e-02
-3.462500000000000300e-02
-3.450000000000000289e-02
-3.437500000000000278e-02
-3.425000000000000266e-02
-3.412500000000000255e-02
-3.400000000000000244e-02
-3.387500000000000233e-02
-3.375000000000000222e-02
-3.362500000000000211e-02
-3.350000000000000200e-02
-3.337500000000000189e-02
-3.325000000000000178e-02
-3.312500000000000167e-02
-3.300000000000000155e-02
-3.287500000000000144e-02
-3.275000000000000133e-02
-3.262500000000000122e-02
-3.250000000000000111e-02
-3.237500000000000100e-02
-3.225000000000000089e-02
-3.212500000000000078e-02
-3.200000000000000067e-02
-3.187500000000000056e-02
-3.175000000000000044e-02
-3.162500000000000033e-02
-3.150000000000000022e-02
-3.137500000000000011e-02
-3.125000000000000000e-02
-3.112499999999999989e-02
-3.099999999999999978e-02
-3.087499999999999967e-02
-3.074999999999999956e-02
-3.062499999999999944e-02
-3.049999999999999933e-02
-3.037499999999999922e-02
