 -2.4750000000000000E+02  1.5880867457581582E+12
 -2.4250000000000003E+02 -0.0000000000000000E+00
 -2.3750000000000003E+02  3.1761734915163164E+12
 -2.3250000000000000E+02 -3.1761734915162861E+12
 -2.2749999999999997E+02 -3.1761734915163164E+12
 -2.2250000000000006E+02  6.3523469830326328E+12
 -2.1750000000000000E+02 -1.5880867457581431E+12
 -2.1250000000000000E+02 -4.7642602372744746E+12
 -2.0750000000000000E+02  7.9404337287907529E+12
 -2.0250000000000003E+02 -9.5285204745489023E+12
 -1.9750000000000000E+02  8.9329879448895984E+11
 -1.9250000000000000E+02 -6.8238102356795540E+10
 -1.8750000000000000E+02  1.5508659626544516E+10
 -1.8250000000000000E+02 -2.4813855402470985E+10
 -1.7750000000000000E+02  1.0856061738581160E+10
 -1.7250000000000000E+02 -7.7543298132722199E+08
 -1.6750000000000000E+02 -7.7543298132722199E+08
 -1.6250000000000000E+02 -3.8771649066361284E+08
 -1.5750000000000000E+02  7.7543298132721829E+08
 -1.5250000000000000E+02 -9.6929122665903223E+08
 -1.4750000000000000E+02  1.9385824533180550E+08
 -1.4250000000000000E+02  1.9385824533180550E+08
 -1.3749999999999997E+02  9.6929122665902746E+08
 -1.3250000000000000E+02 -0.0000000000000000E+00
 -1.2750000000000000E+02 -1.9385824533180642E+08
 -1.2249999999999999E+02 -2.9078736799770820E+08
 -1.1750000000000001E+02  2.9078736799770820E+08
 -1.1249999999999999E+02 -2.9078736799770820E+08
 -1.0749999999999999E+02  4.3618105199656242E+08
 -1.0250000000000000E+02  4.8464561332951605E+07
 -9.7500000000000000E+01 -4.8464561332951374E+07
 -9.2500000000000000E+01 -3.3925192933065957E+08
 -8.7499999999999986E+01  3.8771649066361099E+08
 -8.2499999999999986E+01 -9.6929122665902749E+07
 -7.7500000000000000E+01 -3.8771649066361284E+08
 -7.2500000000000000E+01  2.9078736799770820E+08
 -6.7500000000000000E+01 -1.4539368399885410E+08
 -6.2499999999999993E+01 -0.0000000000000000E+00
 -5.7499999999999986E+01  9.6929122665902749E+07
 -5.2499999999999993E+01  1.9385824533180642E+08
 -4.7500000000000000E+01  9.6929122665902749E+07
 -4.2499999999999993E+01 -1.2116140333237843E+08
 -3.7499999999999986E+01  1.6962596466532978E+08
 -3.2499999999999986E+01 -2.4232280666475686E+08
 -2.7499999999999993E+01 -0.0000000000000000E+00
 -2.2499999999999986E+01  2.6655508733123127E+08
 -1.7499999999999982E+01 -2.4232280666475803E+07
 -1.2499999999999977E+01 -1.4539368399885342E+08
 -7.4999999999999707E+00  7.2696841999427408E+07
 -2.4999999999999902E+00 -2.4232280666475806E+08
  2.5000000000000147E+00  3.6348420999713355E+08
  7.5000000000000195E+00 -1.6962596466533062E+08
  1.2500000000000025E+01 -1.6962596466532898E+08
  1.7500000000000028E+01  2.4232280666475806E+08
  2.2500000000000011E+01 -7.2696841999427408E+07
  2.7500000000000014E+01 -1.2116140333237785E+08
  3.2500000000000021E+01 -0.0000000000000000E+00
  3.7500000000000028E+01 -7.2696841999426708E+07
  4.2500000000000028E+01 -2.4232280666475803E+07
  4.7500000000000014E+01  1.9385824533180642E+08
  5.2500000000000014E+01 -4.8464561332951143E+07
  5.7500000000000021E+01  9.6929122665903211E+07
  6.2500000000000028E+01 -0.0000000000000000E+00
  6.7500000000000028E+01 -1.9385824533180642E+08
  7.2500000000000014E+01 -4.8464561332951605E+07
  7.7500000000000014E+01  3.8771649066360915E+08
  8.2500000000000028E+01 -1.4539368399885482E+08
  8.7500000000000028E+01 -2.4232280666475570E+08
  9.2500000000000028E+01  4.8464561332951611E+08
  9.7500000000000014E+01 -9.6929122665903211E+07
  1.0250000000000001E+02 -9.6929122665902287E+07
  1.0750000000000003E+02 -3.3925192933066124E+08
  1.1250000000000003E+02 -0.0000000000000000E+00
  1.1750000000000003E+02  3.8771649066361284E+08
  1.2250000000000001E+02 -0.0000000000000000E+00
  1.2750000000000001E+02 -2.9078736799770683E+08
  1.3250000000000003E+02  8.7236210399312901E+08
  1.3750000000000003E+02 -1.2600785946567297E+09
  1.4250000000000003E+02  9.6929122665903223E+08
  1.4750000000000003E+02 -3.8771649066361284E+08
  1.5250000000000003E+02 -3.8771649066360915E+08
  1.5750000000000003E+02 -1.9385824533180642E+08
  1.6250000000000003E+02  1.5508659626544366E+09
  1.6750000000000003E+02 -2.7140154346452899E+09
  1.7250000000000003E+02  3.8771649066360912E+09
  1.7750000000000006E+02  6.2034638506178055E+09
  1.8250000000000003E+02 -2.0161257514507870E+10
  1.8750000000000003E+02 -9.3051957759266186E+09
  1.9250000000000006E+02  5.5831174655559708E+10
  1.9750000000000003E+02  3.4739397563460052E+11
  2.0250000000000003E+02  1.5880867457581431E+12
  2.0750000000000006E+02 -7.9404337287907148E+12
  2.1250000000000003E+02  6.3523469830326953E+12
  2.1750000000000000E+02  3.1761734915162861E+12
  2.2250000000000006E+02 -7.9404337287907148E+12
  2.2750000000000009E+02  3.1761734915162861E+12
  2.3250000000000006E+02  3.1761734915163477E+12
  2.3750000000000003E+02 -1.5880867457581431E+12
  2.4250000000000006E+02 -1.5880867457581431E+12
  2.4750000000000006E+02 -1.5880867457581738E+12
