 -2.5000000000000000E+02  1.0000000000000005E+20
 -2.4500000000000003E+02  1.0000000000000003E+20
 -2.4000000000000000E+02  1.0000000000000003E+20
 -2.3500000000000003E+02  9.9999999999999984E+19
 -2.3000000000000000E+02  9.9999999999994003E+19
 -2.2500000000000000E+02  9.9999999999084249E+19
 -2.2000000000000003E+02  9.9999999861192180E+19
 -2.1500000000000000E+02  9.9999978959961358E+19
 -2.1000000000000003E+02  9.9996810870832169E+19
 -2.0500000000000000E+02  9.9517768543440699E+19
 -2.0000000000000000E+02  4.8142527063539327E+19
 -1.9500000000000000E+02  1.4466847179390894E+18
 -1.9000000000000000E+02  3.7701471058047994E+17
 -1.8500000000000003E+02  1.7169885566035437E+17
 -1.8000000000000000E+02  1.0033420854721269E+17
 -1.7500000000000000E+02  6.7516772888657528E+16
 -1.7000000000000000E+02  4.9755084043470312E+16
 -1.6500000000000000E+02  3.9065446995888616E+16
 -1.6000000000000003E+02  3.2137485177588252E+16
 -1.5500000000000000E+02  2.7398149343294336E+16
 -1.5000000000000000E+02  2.4021458233173560E+16
 -1.4500000000000000E+02  2.1539136256501300E+16
 -1.4000000000000000E+02  1.9668997701308096E+16
 -1.3500000000000000E+02  1.8232295240490532E+16
 -1.3000000000000000E+02  1.7110991735547000E+16
 -1.2500000000000000E+02  1.6224353515209272E+16
 -1.2000000000000000E+02  1.5515493157822750E+16
 -1.1500000000000000E+02  1.4943307100918310E+16
 -1.0999999999999999E+02  1.4477467766931090E+16
 -1.0499999999999999E+02  1.4095209658576244E+16
 -1.0000000000000000E+02  1.3779203077541020E+16
 -9.5000000000000000E+01  1.3516106503318904E+16
 -9.0000000000000000E+01  1.3295554342120886E+16
 -8.4999999999999986E+01  1.3109431860185610E+16
 -7.9999999999999986E+01  1.2951344964274568E+16
 -7.5000000000000000E+01  1.2816225865699936E+16
 -7.0000000000000000E+01  1.2700035925282440E+16
 -6.5000000000000000E+01  1.2599539504718200E+16
 -5.9999999999999986E+01  1.2512130584444006E+16
 -5.4999999999999986E+01  1.2435699087900600E+16
 -5.0000000000000000E+01  1.2368527351133878E+16
 -4.5000000000000000E+01  1.2309209621177004E+16
 -3.9999999999999993E+01  1.2256589226623178E+16
 -3.4999999999999986E+01  1.2209709352115612E+16
 -2.9999999999999982E+01  1.2167774335595680E+16
 -2.5000000000000000E+01  1.2130119067842892E+16
 -1.9999999999999972E+01  1.2096184831546386E+16
 -1.4999999999999991E+01  1.2065499777891528E+16
 -9.9999999999999609E+00  1.2037663979251290E+16
 -4.9999999999999805E+00  1.2012335875916278E+16
  0.0000000000000000E+00  1.1989224649775206E+16
  5.0000000000000293E+00  1.1968077200938568E+16
  1.0000000000000011E+01  1.1948681037139792E+16
  1.5000000000000039E+01  1.1930840904094228E+16
  2.0000000000000021E+01  1.1914407068756432E+16
  2.5000000000000000E+01  1.1899213406984548E+16
  3.0000000000000032E+01  1.1885175401294350E+16
  3.5000000000000014E+01  1.1872115766558850E+16
  4.0000000000000043E+01  1.1860049136212236E+16
  4.5000000000000021E+01  1.1848709097063938E+16
  5.0000000000000000E+01  1.1838309841326648E+16
  5.5000000000000028E+01  1.1828323933472440E+16
  6.0000000000000014E+01  1.1819413595228458E+16
  6.5000000000000043E+01  1.1810400076048622E+16
  7.0000000000000028E+01  1.1802974408268370E+16
  7.5000000000000000E+01  1.1794421175760490E+16
  8.0000000000000028E+01  1.1788785036769932E+16
  8.5000000000000014E+01  1.1779818074929276E+16
  9.0000000000000043E+01  1.1776905268641374E+16
  9.5000000000000028E+01  1.1765788441413582E+16
  1.0000000000000000E+02  1.1767891011134222E+16
  1.0500000000000003E+02  1.1750917623917674E+16
  1.1000000000000001E+02  1.1763335867239516E+16
  1.1500000000000004E+02  1.1732340154941732E+16
  1.2000000000000003E+02  1.1767126732805406E+16
  1.2500000000000000E+02  1.1703844053976156E+16
  1.3000000000000003E+02  1.1788365426149708E+16
  1.3500000000000003E+02  1.1651541833948780E+16
  1.4000000000000006E+02  1.1848273121524394E+16
  1.4500000000000003E+02  1.1543969446225186E+16
  1.5000000000000000E+02  1.1996991364335440E+16
  1.5500000000000003E+02  1.1309683157124074E+16
  1.6000000000000003E+02  1.2356902630556020E+16
  1.6500000000000006E+02  1.0788190937670716E+16
  1.7000000000000003E+02  1.3250506468200578E+16
  1.7500000000000006E+02  9.6284404498306860E+15
  1.8000000000000003E+02  2.4395199039703580E+16
  1.8500000000000003E+02  7.3739341760136672E+16
  1.9000000000000006E+02  2.5594129016847267E+17
  1.9500000000000009E+02  1.3131270473183286E+18
  2.0000000000000000E+02  4.8079626125423370E+19
  2.0500000000000003E+02  9.9516730858134241E+19
  2.1000000000000006E+02  9.9996803097005736E+19
  2.1500000000000000E+02  9.9999978902778577E+19
  2.2000000000000003E+02  9.9999999860775993E+19
  2.2500000000000006E+02  9.9999999999081267E+19
  2.3000000000000009E+02  9.9999999999993971E+19
  2.3500000000000003E+02  9.9999999999999984E+19
  2.4000000000000006E+02  1.0000000000000002E+20
  2.4500000000000009E+02  1.0000000000000003E+20
  2.5000000000000000E+02  1.0000000000000005E+20
