 -2.5000000000000000E+02  5.9526429332331721E-01
 -2.4500000000000003E+02  5.9526429332331721E-01
 -2.4000000000000000E+02  5.9526429332331721E-01
 -2.3500000000000003E+02  5.9526429332331721E-01
 -2.3000000000000000E+02  5.9526429332331565E-01
 -2.2500000000000000E+02  5.9526429332308017E-01
 -2.2000000000000003E+02  5.9526429328740638E-01
 -2.1500000000000000E+02  5.9526428788082697E-01
 -2.1000000000000003E+02  5.9526346848385836E-01
 -2.0500000000000000E+02  5.9513928630130308E-01
 -2.0000000000000000E+02  5.7636391667512765E-01
 -1.9500000000000000E+02  4.8557365423825866E-01
 -1.9000000000000000E+02  4.5028323101734585E-01
 -1.8500000000000003E+02  4.2913626314541226E-01
 -1.8000000000000000E+02  4.1420938236462435E-01
 -1.7500000000000000E+02  4.0275723337005753E-01
 -1.7000000000000000E+02  3.9352242188093972E-01
 -1.6500000000000000E+02  3.8582728912008291E-01
 -1.6000000000000003E+02  3.7926549528621711E-01
 -1.5500000000000000E+02  3.7357431260923646E-01
 -1.5000000000000000E+02  3.6857407054315039E-01
 -1.4500000000000000E+02  3.6413645879268192E-01
 -1.4000000000000000E+02  3.6016663516194436E-01
 -1.3500000000000000E+02  3.5659250588351332E-01
 -1.3000000000000000E+02  3.5335798559189990E-01
 -1.2500000000000000E+02  3.5041858694610950E-01
 -1.2000000000000000E+02  3.4773843616951794E-01
 -1.1500000000000000E+02  3.4528819487324791E-01
 -1.0999999999999999E+02  3.4304357680172870E-01
 -1.0499999999999999E+02  3.4098426620107319E-01
 -1.0000000000000000E+02  3.3909311404992243E-01
 -9.5000000000000000E+01  3.3735553074288427E-01
 -9.0000000000000000E+01  3.3575902037864508E-01
 -8.4999999999999986E+01  3.3429281890476958E-01
 -7.9999999999999986E+01  3.3294760963948544E-01
 -7.5000000000000000E+01  3.3171529727362997E-01
 -7.0000000000000000E+01  3.3058882665660744E-01
 -6.5000000000000000E+01  3.2956203629930569E-01
 -5.9999999999999986E+01  3.2862953909981424E-01
 -5.4999999999999986E+01  3.2778662464875674E-01
 -5.0000000000000000E+01  3.2702917882089089E-01
 -4.5000000000000000E+01  3.2635361735668789E-01
 -3.9999999999999993E+01  3.2575683088309465E-01
 -3.4999999999999986E+01  3.2523613938670082E-01
 -2.9999999999999982E+01  3.2478925458428065E-01
 -2.5000000000000000E+01  3.2441424897018045E-01
 -1.9999999999999972E+01  3.2410953058250125E-01
 -1.4999999999999991E+01  3.2387382273894216E-01
 -9.9999999999999609E+00  3.2370614816218274E-01
 -4.9999999999999805E+00  3.2360581705411612E-01
  0.0000000000000000E+00  3.2357241879601678E-01
  5.0000000000000293E+00  3.2360581705411634E-01
  1.0000000000000011E+01  3.2370614816218318E-01
  1.5000000000000039E+01  3.2387382273894272E-01
  2.0000000000000021E+01  3.2410953058250191E-01
  2.5000000000000000E+01  3.2441424897018123E-01
  3.0000000000000032E+01  3.2478925458428159E-01
  3.5000000000000014E+01  3.2523613938670182E-01
  4.0000000000000043E+01  3.2575683088309576E-01
  4.5000000000000021E+01  3.2635361735668900E-01
  5.0000000000000000E+01  3.2702917882089216E-01
  5.5000000000000028E+01  3.2778662464875802E-01
  6.0000000000000014E+01  3.2862953909981563E-01
  6.5000000000000043E+01  3.2956203629930708E-01
  7.0000000000000028E+01  3.3058882665660877E-01
  7.5000000000000000E+01  3.3171529727363119E-01
  8.0000000000000028E+01  3.3294760963948655E-01
  8.5000000000000014E+01  3.3429281890477058E-01
  9.0000000000000043E+01  3.3575902037864602E-01
  9.5000000000000028E+01  3.3735553074288510E-01
  1.0000000000000000E+02  3.3909311404992315E-01
  1.0500000000000003E+02  3.4098426620107386E-01
  1.1000000000000001E+02  3.4304357680172948E-01
  1.1500000000000004E+02  3.4528819487324874E-01
  1.2000000000000003E+02  3.4773843616951877E-01
  1.2500000000000000E+02  3.5041858694611033E-01
  1.3000000000000003E+02  3.5335798559190079E-01
  1.3500000000000003E+02  3.5659250588351410E-01
  1.4000000000000006E+02  3.6016663516194519E-01
  1.4500000000000003E+02  3.6413645879268269E-01
  1.5000000000000000E+02  3.6857407054315117E-01
  1.5500000000000003E+02  3.7357431260923712E-01
  1.6000000000000003E+02  3.7926549528621767E-01
  1.6500000000000006E+02  3.8582728912008346E-01
  1.7000000000000003E+02  3.9352242188094022E-01
  1.7500000000000006E+02  4.0275723337005803E-01
  1.8000000000000003E+02  4.1420938236462462E-01
  1.8500000000000003E+02  4.2913626314541237E-01
  1.9000000000000006E+02  4.5028323101734602E-01
  1.9500000000000009E+02  4.8557365423825921E-01
  2.0000000000000000E+02  5.7636391667512787E-01
  2.0500000000000003E+02  5.9513928630130308E-01
  2.1000000000000006E+02  5.9526346848385836E-01
  2.1500000000000000E+02  5.9526428788082697E-01
  2.2000000000000003E+02  5.9526429328740638E-01
  2.2500000000000006E+02  5.9526429332308017E-01
  2.3000000000000009E+02  5.9526429332331565E-01
  2.3500000000000003E+02  5.9526429332331721E-01
  2.4000000000000006E+02  5.9526429332331721E-01
  2.4500000000000009E+02  5.9526429332331721E-01
  2.5000000000000000E+02  5.9526429332331721E-01
