y : um
-0.21500000000000000e+00
-0.21000000000000000e+00
-0.20500000000000000e+00
-0.20000000000000000e+00
-0.19500000000000000e+00
-0.19000000000000000e+00
-0.18500000000000000e+00
-0.18000000000000000e+00
-0.17500000000000000e+00
-0.17000000000000000e+00
-0.16500000000000000e+00
-0.16000000000000000e+00
-0.15500000000000000e+00
-0.15000000000000000e+00
-0.14500000000000000e+00
-0.14000000000000000e+00
-0.13500000000000000e+00
-0.13000000000000000e+00
-0.12500000000000000e+00
-0.12003186318020310e+00
-0.11506372636040603e+00
-0.11009558954060894e+00
-0.10521526088542825e+00
-0.10144381477841061e+00
-0.97703331056458578e-01
-0.93683799317536148e-01
-0.89298683055937217e-01
-0.84458325936550713e-01
-0.79490189116753623e-01
-0.74522052296956548e-01
-0.69553915477159459e-01
-0.64585778657362383e-01
-0.59617641837565294e-01
-0.54649505017768212e-01
-0.49681368197971136e-01
-0.44713231378174047e-01
-0.39745094558376964e-01
-0.34776957738579882e-01
-0.29808820918782793e-01
-0.24840684098985710e-01
-0.19872547279188635e-01
-0.14904410459391546e-01
-0.99362736395944701e-02
-0.49681368197973808e-02
+0.00000000000000000e+00
+0.49681368197967701e-02
+0.99362736395938733e-02
+0.14904410459390949e-01
+0.19872547279188038e-01
+0.24840684098985114e-01
+0.29808820918782203e-01
+0.34776957738579278e-01
+0.39745094558376354e-01
+0.44713231378173457e-01
+0.49681368197970532e-01
+0.54649505017767608e-01
+0.59617641837564683e-01
+0.64585778657361786e-01
+0.69553915477158862e-01
+0.74522052296955937e-01
+0.79490189116753013e-01
+0.84458325936550116e-01
+0.89298683055936662e-01
+0.93683799317535690e-01
+0.97703331056458162e-01
+0.10144381477841026e+00
+0.10521526088542825e+00
+0.11009558954060894e+00
+0.11506372636040603e+00
+0.12003186318020310e+00
+0.12500000000000000e+00
+0.13000000000000000e+00
+0.13500000000000000e+00
+0.14000000000000000e+00
+0.14500000000000000e+00
+0.15000000000000000e+00
+0.15500000000000000e+00
+0.16000000000000000e+00
+0.16500000000000000e+00
+0.17000000000000000e+00
+0.17500000000000000e+00
+0.18000000000000000e+00
+0.18500000000000000e+00
+0.19000000000000000e+00
+0.19500000000000000e+00
+0.20000000000000000e+00
+0.20500000000000000e+00
+0.21000000000000000e+00
+0.21500000000000000e+00
